GENE	Sample1
LYPD4	1
LYPD5	10
LYPD6B	1
LYPD6	27
LYPLA1	112
LYPLA2	49
LYPLAL1	41
LYRM1	17
LYRM2	80
LYRM4	8
LYRM5	23
LYRM7	93
LYSMD1	8
LYSMD2	9
LYSMD3	43
LYSMD4	18
LYST	342
LYVE1	8
LYZL1	0
LYZL2	0
LYZL4	0
LYZL6	0
LYZ	486
LZIC	14
LZTFL1	39
LZTR1	67
LZTS1	15
LZTS2	71
M6PR	270
MAB21L1	6
MAB21L2	3
MACC1	79
MACROD1	6
MACROD2	23
MAD1L1	23
MAD2L1BP	7
MAD2L1	10
MAD2L2	19
MADCAM1	0
MADD	106
MAEA	66
MAEL	5
MAF1	74
MAFA	0
MAFB	224
MAFF	31
MAFG	93
MAFK	39
MAF	95
MAGEA10	0
MAGEA11	1
MAGEA12	0
MAGEA1	0
MAGEA2	2
MAGEA3	0
MAGEA4	0
MAGEA6	5
MAGEA8	1
MAGEA9B	0
MAGEB10	0
MAGEB16	0
MAGEB18	0
MAGEB1	0
MAGEB2	0
MAGEB3	0
MAGEB4	0
MAGEB6	0
MAGEC1	0
MAGEC2	0
MAGEC3	0
MAGED1	137
MAGED2	155
MAGED4B	31
MAGED4	9
MAGEE1	12
MAGEE2	0
MAGEF1	26
MAGEH1	30
MAGEL2	1
MAGI1	99
MAGI2	77
MAGI3	72
MAGIX	3
MAGOHB	9
MAGOH	4
MAGT1	134
MAG	170
MAK16	33
MAK	7
MAL2	58
MALAT1	22748
MALL	25
MALT1	31
MAL	25
MAMDC2	7
MAMDC4	11
MAML1	75
MAML2	75
MAML3	33
MAMLD1	19
MAMSTR	1
MAN1A1	182
MAN1A2	152
MAN1B1	87
MAN1C1	104
MAN2A1	197
MAN2A2	158
MAN2B1	185
MAN2B2	123
MAN2C1	72
MANBAL	19
MANBA	113
MANEAL	22
MANEA	35
MANF	36
MANSC1	17
MAOA	89
MAOB	338
MAP1A	720
MAP1B	2600
METAP1D	2
MAP1LC3A	29
MAP1LC3B2	0
MAP1LC3B	109
MAP1LC3C	2
MAP1S	36
MAP2K1	72
MAP2K2	92
MAP2K3	39
MAP2K4	82
MAP2K5	24
MAP2K6	10
MAP2K7	71
MAP2	436
MAP3K10	28
MAP3K11	50
MAP3K12	44
MAP3K13	8
MAP3K14	20
MAP3K15	7
MAP3K1	99
MAP3K2	162
MAP3K3	68
MAP3K4	88
MAP3K5	147
MAP3K6	41
MAP3K7	52
MAP3K8	60
MAP3K9	55
MAP4K1	1
MAP4K2	22
MAP4K3	72
MAP4K4	327
MAP4K5	103
MAP4	649
MAP6D1	34
MAP6	33
MAP7D1	117
MAP7D2	32
MAP7D3	17
MAP7	132
MAP9	88
MAPK10	101
MAPK11	11
MAPK12	41
MAPK13	34
MAPK14	114
MAPK15	1
MAPK1IP1L	107
MAPK1	320
MAPK3	42
MAPK4	110
MAPK6	108
MAPK7	18
MAPK8IP1	159
MAPK8IP2	51
MAPK8IP3	150
MAPK8	24
MAPK9	74
MAPKAP1	135
MAPKAPK2	106
MAPKAPK3	53
MAPKAPK5	38
MAPKBP1	56
LAMTOR3	48
MAPRE1	117
MAPRE2	122
MAPRE3	24
MAPT	130
MARCH10	1
MARCH11	2
MARCH1	59
MARCH2	82
MARCH3	11
MARCH4	8
MARCH5	48
MARCH6	312
MARCH7	130
MARCH8	35
MARCH9	7
MARCKSL1	101
MARCKS	431
MARCO	30
MARK1	37
MARK2	57
MARK3	129
MARK4	24
MARS2	17
MARS	91
MARVELD1	12
MARVELD2	21
MARVELD3	18
MAS1L	0
MAS1	0
MASP1	12
MASP2	10
MAST1	30
MAST2	55
MAST3	65
MAST4	74
MASTL	28
MAT1A	1
MAT2A	480
MAT2B	70
MATK	5
MATN1	1
MATN2	102
MATN3	3
MATN4	0
MATR3	605
MAVS	212
MAX	56
MAZ	102
MBD1	50
MBD2	70
MBD3L1	0
MBD3L2	0
MBD3L5	0
MBD3	62
MBD4	61
MBD5	37
MBD6	29
MBIP	16
MBL1P	2
MBL2	0
MBLAC1	3
MBLAC2	12
MBNL1	273
MBNL2	274
MBNL3	11
MBOAT1	40
MBOAT2	78
MBOAT4	0
MBOAT7	88
MBP	2692
MBTD1	57
MBTPS1	133
MBTPS2	37
MB	7
MC1R	4
MC2R	0
MC3R	0
MC4R	0
MC5R	0
MCAM	84
SLC25A51	46
SLC25A52	0
SLC25A53	11
MCAT	17
MCCC1	74
MCCC2	72
MCCD1	0
MCC	90
MCEE	12
MCF2L2	13
MCF2L	132
MCF2	13
MCFD2	246
MCHR1	1
MCHR2	1
MCL1	557
MCM10	3
MCM2	21
MCM3AP-AS1	5
MCM3AP	154
MCM3	41
MCM4	90
MCM5	31
MCM6	21
MCM7	55
MCM8	28
MCM9	24
MCOLN1	28
MCOLN2	11
MCOLN3	26
MCPH1	59
MCRS1	33
MCTP1	42
MCTP2	12
MCTS1	78
MDC1	42
MDFIC	65
MDFI	9
MDGA1	9
MDGA2	12
MDH1B	10
MDH1	174
MDH2	67
MDK	45
MDM1	29
MDM2	344
MDM4	273
MDN1	245
MDP1	9
ME1	63
ME2	86
ME3	24
MEA1	35
MEAF6	54
MECOM	47
MECP2	115
MECR	24
MED10	16
MED11	6
MED12L	34
MED12	70
MED13L	193
MED13	283
MED14	77
MED15	53
MED16	30
MED17	23
MED18	31
MED19	20
MED1	101
MED20	12
MED21	38
MED22	29
MED23	91
MED24	80
MED25	36
MED26	14
MED27	21
MED28	34
MED29	66
MED30	3
MED31	2
MED4	41
MED6	27
MED7	10
MED8	33
MED9	20
MEF2A	177
MEF2B	4
MEF2C	59
MEF2D	55
MEFV	19
MEG3	86
MEG8	1
MEGF10	85
MEGF11	14
MEGF6	21
MEGF8	150
MEGF9	151
MEI1	6
MEIG1	0
MEIS1	8
MEIS2	17
MEIS3	19
MELK	2
MEMO1	71
MEN1	21
MEOX1	0
MEOX2	6
MEP1A	1
MEP1B	2
MEPCE	40
MEPE	0
MERTK	188
MESDC1	26
MESDC2	71
MESP1	1
MESP2	0
MEST	24
METAP1	47
METAP2	48
METRNL	29
METRN	71
METTL16	82
METTL17	31
METTL15	65
METTL10	24
NTMT1	9
METTL11B	0
METTL12	26
METTL13	50
METTL14	22
METTL1	6
METTL2A	53
METTL2B	56
METTL3	61
METTL4	23
METTL5	15
METTL6	47
METTL7A	246
METTL7B	24
METTL8	55
METTL9	75
MET	26
MEX3A	10
MEX3B	5
MEX3C	44
MEX3D	16
MFAP1	31
MFAP2	5
MFAP3L	130
MFAP3	46
MFAP4	17
MFAP5	4
MFF	73
MFGE8	21
MFHAS1	60
MFI2	14
MFN1	88
MFN2	170
MFNG	24
MFRP	15
MFSD10	37
MFSD11	40
MFSD1	218
MFSD2A	50
MFSD2B	7
MFSD3	23
MFSD4	17
MFSD5	18
MFSD6L	0
MFSD6	110
MFSD7	24
MFSD8	42
MFSD9	5
MGAM	7
MGAT1	418
MGAT2	41
MGAT3	56
MGAT4A	310
MGAT4B	53
MGAT4C	10
MGAT5B	11
MGAT5	78
MGA	255
FOXD2-AS1	1
FAM222A-AS1	2
MIR503HG	1
TUBA3FP	17
GLIDR	47
LINC00638	14
SNAI3-AS1	5
C7orf62	0
CENPBD1P1	59
MZB1	1
NIM1K	7
LINC00626	0
C8orf82	19
STEAP1B	7
MGEA5	259
MGLL	176
MGMT	18
MGP	95
MGRN1	58
MGST1	121
MGST2	25
MGST3	62
MIA2	0
MIA3	207
MIAT	111
MIA	1
MIB1	150
MIB2	34
MICAL1	95
MICAL2	54
MICAL3	139
MICALCL	3
MICALL1	50
MICALL2	48
MICB	20
MID1IP1	118
MID1	24
MID2	18
MIDN	55
MIER1	101
MIER2	20
MIER3	51
MIF4GD	13
MIF	139
MIIP	25
MIMT1	1
MINA	57
MINK1	168
MINPP1	20
MIOS	74
MIOX	2
MIPEP	15
MIPOL1	1141
MIP	0
MIR155HG	4
MIR17HG	18
MIS12	34
MITD1	10
MITF	62
MIXL1	0
NIFK	35
MKI67	39
MKKS	17
MKL1	42
MKL2	208
MKLN1	241
MKNK1	46
MKNK2	122
MKRN1	84
MKRN2	46
MKRN3	20
MKS1	16
MKX	0
MLANA	11
MLC1	137
MLEC	275
CENPU	12
MLF1	25
MLF2	100
MLH1	52
MLH3	66
MLKL	21
KMT2D	177
KMT2C	563
KMT2B	45
KMT2E	153
MLLT10	94
MLLT11	27
MLLT1	50
MLLT3	24
MLLT4	224
MLLT6	174
KMT2A	334
MLNR	0
MLN	0
MLPH	127
MLST8	28
MLXIPL	10
MLXIP	63
MLX	34
MLYCD	15
MMAA	19
MMAB	28
MMACHC	20
MMADHC	50
MMD2	21
MMD	39
MMEL1	0
MME	26
MMGT1	38
MMP10	9
MMP11	4
MMP12	1
MMP13	0
MMP14	170
MMP15	31
MMP16	6
MMP17	6
MMP19	24
MMP1	0
MMP20	0
MMP21	3
MMP23B	0
MMP24	28
MMP25	3
MMP26	0
MMP27	0
MMP28	9
MMP2	53
MMP3	0
MMP7	4
MMP8	4
MMP9	2
MMRN1	17
MMRN2	30
MMS19	69
MN1	13
MNAT1	25
MND1	1
MNDA	19
MNS1	3
MNT	34
MNX1	1
MOAP1	70
MOB2	24
MOB1B	119
MOB1A	113
MOB3A	75
MOB3B	29
MOB3C	27
MOB4	45
MOBP	244
MOCOS	13
MOCS1	42
MOCS2	31
MOCS3	19
MOGAT1	4
MOGAT2	8
MOGAT3	0
MOGS	49
MOG	113
MON1A	13
MON1B	35
MON2	201
MORC1	0
MORC2	61
MORC3	99
MORC4	507
MORF4L1	344
MORF4L2	208
MORN1	13
MORN2	6
MORN3	1
MORN4	24
MORN5	2
MARC1	23
MARC2	15
MOSPD1	10
MOSPD2	44
MOSPD3	6
MOS	0
MOV10L1	0
MOV10	42
MOXD1	2
MPDU1	21
MPDZ	142
MPEG1	102
MPG	25
MPHOSPH10	28
MPHOSPH6	11
MPHOSPH8	93
MPHOSPH9	47
MPI	26
MPL	9
MPND	10
MPO	0
MPP1	65
MPP2	36
MPP3	30
MPP4	17
MPP5	85
MPP6	23
MPP7	39
MPPE1	74
MPPED1	3
MPPED2	8
MPRIP	290
MPST	69
MPV17L2	15
MPV17L	70
MPV17	43
MPZL1	157
MPZL2	33
MPZL3	1
MPZ	0
MR1	27
MRAP2	16
MRAP	0
MRAS	154
MRC1	137
MRC2	52
MRE11A	48
MREG	73
MRFAP1L1	65
MRFAP1	126
MRGPRD	0
MRGPRE	0
MRGPRF	1
MRGPRG	0
MRGPRX1	0
MRGPRX2	0
MRGPRX3	8
MRGPRX4	0
MRI1	70
MRM1	9
MRO	27
MRPL57	70
MRPL10	17
MRPL11	17
MRPL12	11
MRPL13	17
MRPL14	10
MRPL15	32
MRPL16	10
MRPL17	28
MRPL18	44
MRPL19	126
MRPL1	23
MRPL20	49
MRPL21	27
MRPL22	23
MRPL23	20
MRPL24	34
MRPL27	25
MRPL28	32
MRPL2	12
MRPL30	58
MRPL32	32
MRPL33	11
MRPL34	27
MRPL35	36
MRPL36	19
MRPL37	34
MRPL38	23
MRPL39	6
MRPL3	63
MRPL40	22
MRPL41	24
MRPL42	23
MRPL43	26
MRPL44	17
MRPL45	19
MRPL46	18
MRPL47	17
MRPL48	15
MRPL49	61
MRPL4	23
MRPL50	17
MRPL51	45
MRPL52	13
MRPL53	16
MRPL54	15
MRPL55	23
MRPL9	19
MRPS10	43
MRPS11	16
MRPS12	10
MRPS14	20
MRPS15	21
MRPS16	167
MRPS17	9
MRPS18A	19
MRPS18B	67
MRPS18C	18
MRPS21	33
MRPS22	22
MRPS23	21
MRPS24	21
MRPS25	92
MRPS26	28
MRPS27	61
MRPS28	12
MRPS2	25
MRPS30	33
MRPS31	13
MRPS33	13
MRPS34	36
MRPS35	41
MRPS36	16
MRPS5	29
MRPS6	18
MRPS7	30
MRPS9	21
MRRF	35
MRS2	33
MRTO4	58
MRVI1	142
MS4A10	3
MS4A12	0
MS4A13	0
MS4A14	10
MS4A15	1
MS4A1	0
MS4A2	11
MS4A3	0
MS4A4A	146
MS4A5	0
MS4A6A	171
MS4A6E	1
MS4A7	484
MS4A8	0
MSC	0
MSGN1	0
MSH2	59
MSH3	43
MSH4	4
MSH5	37
MSH6	60
MSI1	11
MSI2	90
MSL1	97
MSL2	63
MSL3P1	6
MSL3	34
MSLN	2
MSMB	3
MSMP	12
MSN	504
MSR1	522
MSRA	16
MSRB2	22
MSRB3	40
MST1R	35
MST1	19
STK26	5
MSTN	0
MSTO1	77
MSX1	18
MSX2	7
MT1A	0
MT1B	2
MT1E	27
MT1F	6
MT1G	1
MT1H	0
MT1L	3
MT1M	14
MT1X	45
MT2A	67
MT3	71
MT4	0
MTA1	36
MTA2	81
MTA3	42
MTAP	74
MTBP	12
MTCH1	172
MTCH2	89
CMC4	7
MTCP1	2
MTDH	381
MTERF3	38
MTERF4	16
MTERF2	14
MTERF1	17
MTF1	62
MTF2	25
MTFMT	29
MTFR1	29
MTG1	28
MTHFD1L	35
MTHFD1	74
MTHFD2L	36
MTHFD2	58
MTHFR	115
MTHFSD	14
MTHFS	18
MTIF2	64
MTIF3	27
MTL5	3
MTM1	55
MTMR10	106
MTMR11	16
MTMR12	74
MTMR14	37
FAN1	81
MTMR1	41
MTMR2	60
MTMR3	164
MTMR4	145
MTMR6	107
MTMR7	25
MTMR8	3
MTMR9	64
MTNR1A	0
MTNR1B	0
MTO1	31
MTOR	150
MTFP1	12
MTPAP	68
MTRF1L	82
MTRF1	30
MTRR	46
MTR	155
MTSS1L	169
MTSS1	72
MTTP	8
MTUS1	210
MTUS2	6
MTX1	9
MTX2	20
MTX3	82
MUC12	0
MUC13	3
MUC15	24
MUC16	45
MUC17	0
MUC1	56
MUC20	77
MUC21	5
MUC4	2
MUC5B	98
MUC6	7
MUC7	0
MUCL1	204
AP5M1	53
MUL1	47
MUM1L1	2
MUM1	89
MURC	2
MUS81	33
MUSK	1
MUSTN1	5
BLOC1S5	33
MUTYH	16
MUT	46
MVD	22
MVK	14
MVP	171
MX1	333
MX2	89
MXD1	42
MXD3	7
MXD4	87
MXI1	85
MXRA5	81
MXRA7	166
MXRA8	17
MYADML2	1
MYADML	0
MYADM	66
MYBBP1A	34
MYBL1	13
MYBL2	3
MYBPC1	42
MYBPC2	0
MYBPC3	1
MYBPHL	5
MYBPH	0
MYB	12
MYCBP2	658
MYCBPAP	3
MYCBP	16
MYCL	4
MYCNOS	1
MYCN	1
MYCT1	13
MYC	25
MYD88	41
MYEF2	32
MYEOV2	21
MYEOV	0
MYF5	0
MYF6	0
MYH10	107
MYH11	91
MYH13	0
MYH14	92
MYH15	12
MYH1	0
MYH2	0
MYH3	6
MYH4	0
MYH6	0
MYH7B	23
MYH7	1
MYH8	0
MYH9	919
MYL10	2
MYL12A	196
MYL12B	209
MYL1	0
MYL2	0
MYL3	1
MYL4	0
MYL5	16
MYL6B	20
MYL6	360
MYL7	0
MYL9	33
MYLIP	73
MYLK2	0
MYLK3	25
MYLK4	7
MYLK	155
MYLPF	0
MYNN	28
MYO10	381
MYO15A	16
MYO16	2
MYO18A	162
MYO18B	8
MYO19	39
MYO1A	3
MYO1B	85
MYO1C	117
MYO1D	139
MYO1E	141
MYO1F	79
MYO1G	38
MYO1H	1
MYO3A	2
MYO3B	6
MYO5A	379
MYO5B	91
MYO5C	53
MYO6	253
MYO7A	29
MYO7B	2
MYO9A	189
MYO9B	373
MYOCD	6
MYOC	0
MYOD1	0
MYOF	173
MYOG	4
MYOM1	28
MYOM2	6
MYOM3	21
MYOT	9
MYOZ1	1
MYOZ2	1
MYOZ3	3
MYPN	47
MYPOP	9
MYRIP	20
MYSM1	105
KAT8	33
KAT7	117
KAT6A	154
KAT6B	135
MYT1L	58
MYT1	13
MZF1	15
N4BP1	63
N4BP2L1	32
N4BP2L2	371
N4BP2	49
N4BP3	22
N6AMT1	26
N6AMT2	6
NAA10	16
NAA11	2
NAA15	73
NAA16	33
NAA20	41
NAA25	59
NAA30	69
NAA35	39
LSM8	14
NAA40	29
NAA50	91
NAAA	24
NAALAD2	12
NAALADL1	1
NAALADL2	21
NAB1	88
NAB2	34
NACA2	0
NACAD	85
NACA	355
NACC1	116
NACC2	130
NADK	113
NADSYN1	77
NAE1	38
NAF1	7
NAGA	68
NAGK	106
NAGLU	48
NAGPA	32
NAGS	4
NAIF1	24
NAIP	532
NALCN	46
NAMPT	997
NANOG	35
NANOS1	25
NANOS2	0
NANOS3	1
NANP	10
NANS	49
NAP1L1	313
NAP1L2	16
NAP1L3	59
NAP1L4	138
NAP1L5	25
NAPA	107
NAPB	109
NAPEPLD	46
NAPG	132
NAPRT	33
NAPSA	7
NAPSB	26
NARFL	32
NARF	31
ICE2	102
NARS2	28
NARS	184
NASP	79
NAT10	49
NAT14	9
NAA60	43
NAT1	6
NAT2	1
NAT6	3
NAT8B	1
NAT8L	58
NAT8	8
NAT9	16
NAV1	269
NAV2	168
NAV3	43
NBAS	140
NBEAL1	143
NBEAL2	77
NBEA	121
NBL1	45
NBN	91
NBPF10	568
NBPF14	182
NBPF15	253
NBPF3	16
NBPF4	7
NBPF6	0
NBPF9	177
NBR1	223
NBR2	29
NCALD	38
NCAM1	253
NCAM2	101
NCAN	71
NCAPD2	49
NCAPD3	34
NCAPG2	24
NCAPG	11
NCAPH2	33
NCAPH	4
NCBP1	89
NCBP2	63
NCCRP1	8
NCDN	205
NCEH1	139
NCF1B	11
NCF1C	48
NCF1	55
NCF2	141
NCF4	19
NCK1	30
NCK2	38
NCKAP1L	141
NCKAP1	213
NCKAP5L	35
NCKAP5	106
NCKIPSD	28
NCLN	35
NCL	237
NCOA1	212
NCOA2	150
NCOA3	240
NCOA4	466
NCOA5	42
NCOA6	81
NCOA7	162
NCOR1	312
NCOR2	111
NCR1	0
NCR2	0
NCR3	0
LINC00028	0
LINC00032	3
LINC00051	0
LINC00052	0
BBIP1	16
SPACA6	5
LINC00092	24
LINC00094	63
FBXL19-AS1	13
KCNIP4-IT1	52
LINC00112	0
LINC00113	1
LINC00114	0
LINC00115	4
NPHP3-AS1	0
LINC00158	0
LINC00160	1
LINC00161	0
LINC00162	0
ANKRD30BL	4
ZNRD1-AS1	13
LINC00173	0
LINC00174	6
COL18A1-AS1	1
A1BG-AS1	14
FTX	107
JPX	80
LRRC75A-AS1	96
LINC00189	2
LINC00200	0
LINC00202-1	6
ITPK1-AS1	11
FAM223A	6
NCS1	128
NCSTN	105
NDC80	4
NDE1	44
NDEL1	50
NDFIP1	159
NDFIP2	65
NSMCE3	24
NDN	17
NDOR1	30
NDP	8
NDRG1	420
NDRG2	226
NDRG3	78
NDRG4	212
NDST1	225
NDST2	52
NDST3	10
NDST4	1
NDUFA10	77
NDUFA11	43
NDUFA12	20
NDUFA13	104
NDUFA1	38
NDUFA2	17
NDUFA3	32
NDUFA4L2	11
NDUFA4	121
NDUFA5	75
NDUFA6	32
NDUFA7	7
NDUFA8	28
NDUFA9	32
NDUFAB1	27
NDUFAF1	21
NDUFAF2	10
NDUFAF3	40
NDUFAF4	16
NDUFB10	54
NDUFB11	27
NDUFB1	21
NDUFB2	54
NDUFB3	13
NDUFB4	35
NDUFB5	36
NDUFB6	29
NDUFB7	30
NDUFB8	89
NDUFB9	46
NDUFC1	20
NDUFC2	49
NDUFS1	129
NDUFS2	98
NDUFS3	53
NDUFS4	19
NDUFS5	65
NDUFS6	25
NDUFS7	41
NDUFS8	20
NDUFV1	94
NDUFV2	82
NDUFV3	44
NEAT1	9630
NEBL	342
NEB	132
NECAB1	52
NECAB2	8
NECAB3	25
NECAP1	68
NECAP2	89
NEDD1	34
NEDD4L	133
NEDD4	59
NEDD8	72
NEDD9	35
NEFH	36
NEFL	220
NEFM	106
NEGR1	88
NEIL1	14
NEIL2	22
NEIL3	0
NEK10	20
NEK11	38
NEK1	58
NEK2	13
NEK3	15
NEK4	74
NEK5	2
NEK6	144
NEK7	120
NEK8	14
NEK9	132
NSMF	134
NELL1	3
NELL2	35
NENF	58
NEO1	116
NES	91
NET1	45
NETO1	0
NETO2	12
NEU1	59
NEU2	0
NEU3	30
NEU4	5
NEURL1B	20
NEURL2	0
NEURL3	1
NEURL4	38
NEURL1	14
NEUROD1	5
NEUROD2	43
NEUROD4	0
NEUROD6	0
NEUROG1	0
NEUROG2	0
NEUROG3	0
NEXN	9
NF1P9	0
NF1	383
NF2	113
NFAM1	54
NFASC	345
NFAT5	274
NFATC1	10
NFATC2IP	54
NFATC2	20
NFATC3	63
NFATC4	13
NFE2L1	413
NFE2L2	180
NFE2L3	37
NFE2	1
NFIA	283
NFIB	207
NFIC	52
NFIL3	38
NFIX	136
NFKB1	61
NFKB2	19
NFKBIA	127
NFKBIB	34
NFKBID	9
NFKBIE	17
NFKBIL1	9
TONSL	21
NFKBIZ	96
NFRKB	61
NFS1	37
NFU1	15
NFX1	120
NFXL1	23
NFYA	74
NFYB	32
NFYC	42
NGB	5
NGDN	7
NGEF	13
NGFRAP1	78
NGFR	21
NGF	0
NGLY1	42
NGRN	146
SLC9B1	2
SLC9B2	21
NHEJ1	24
NHLH1	0
NHLH2	7
NHLRC1	7
NHLRC2	44
NHLRC3	102
NHLRC4	0
SNU13	55
NHP2	44
NHSL1	73
NHSL2	15
NHS	19
NICN1	52
NID1	38
NID2	17
NIF3L1	14
NINJ1	81
NINJ2	8
NINL	25
NIN	208
NIP7	20
NIPA1	112
NIPA2	41
NIPAL1	7
NIPAL2	22
NIPAL3	200
NIPAL4	1
NIPBL	314
NIPSNAP1	46
NIPSNAP3A	24
NIPSNAP3B	42
NISCH	143
NIT1	42
NIT2	33
NKAIN1	8
NKAIN2	16
NKAIN4	6
NKAPL	4
NKAP	19
NKD1	14
NKD2	1
NKG7	4
NKIRAS1	31
NKIRAS2	25
NKPD1	2
NKRF	27
NKTR	358
NKX1-2	1
NKX2-1	0
NKX2-2	4
NKX2-3	0
NKX2-4	0
NKX2-5	0
NKX2-6	1
NKX2-8	1
NKX3-1	24
NKX3-2	0
NKX6-1	0
NKX6-2	31
NKX6-3	0
NLE1	13
NLGN1	17
NLGN2	43
NLGN3	23
NLGN4X	48
NLGN4Y	8
NLK	54
NLN	49
NLRC3	25
NLRC4	16
NLRC5	77
NLRP10	0
NLRP11	1
NLRP12	18
NLRP13	0
NLRP14	1
NLRP1	15
NLRP2	17
NLRP3	22
NLRP4	1
NLRP5	0
NLRP6	2
NLRP7	0
NLRP8	1
NLRP9	0
NLRX1	13
NMBR	0
NMB	1
NMD3	86
NME1-NME2	0
NME1	32
NME2	130
NME3	21
NME4	42
NME5	6
NME6	23
NME7	156
NMI	29
NMNAT1	63
NMNAT2	33
NMNAT3	7
NMRAL1	22
NMS	0
NMT1	138
NMT2	72
NMUR1	7
NMUR2	1
NMU	0
NNAT	4
NNMT	19
NNT	77
NOB1	14
NOBOX	0
NOC2L	72
NOC3L	48
NOC4L	5
NOD1	17
NOD2	14
NODAL	1
NOG	1
NOL10	34
NOL11	49
NOL12	17
NOL3	17
NOL4	9
NOL6	41
NOL7	38
NOL8	104
NOL9	28
NOLC1	68
NOM1	41
NOMO1	218
NOMO2	382
NOMO3	233
NONO	266
NOP10	27
NOP14	78
NOP16	9
NOP2	35
NOP56	80
NOP58	34
NOS1AP	29
NOS1	20
NOS2	3
NOS3	41
NOSIP	25
NOSTRIN	15
NOTCH1	160
NOTCH2NL	495
NOTCH2	364
NOTCH3	102
NOTCH4	28
NOTO	0
NOTUM	0
NOVA1	28
NOVA2	3
NOV	5
NOX1	0
NOX3	0
NOX4	15
NOX5	12
NOXA1	13
NOXO1	3
NPAS1	0
NPAS2	25
NPAS3	42
NPAS4	0
NPAT	134
NPBWR1	0
NPBWR2	0
NPB	2
NPC1L1	2
NPC1	216
NPC2	234
NPDC1	51
NPEPL1	39
NPEPPS	234
NPFFR1	0
NPFFR2	0
NPFF	0
NPHP1	11
NPHP3	80
NPHP4	19
NPHS1	6
NPHS2	0
NPIPB4	87
NPIPA1	438
NPLOC4	202
NPL	157
NPM1	851
NPM2	6
NPM3	5
NPNT	35
NPPA	1
NPPB	0
NPPC	2
NPR1	5
NPR2	28
NPR3	3
NPRL2	14
NPRL3	39
NPSR1	0
NPS	0
NPTN	140
NPTX1	7
NPTX2	34
NPTXR	40
NPVF	0
NPW	3
NPY1R	5
NPY2R	0
NPY5R	0
NPY6R	5
NPY	0
NQO1	121
NQO2	30
NR0B1	0
NR0B2	0
NR1D1	11
NR1D2	77
NR1H2	65
NR1H3	75
NR1H4	1
NR1I2	0
NR1I3	1
NR2C1	44
NR2C2AP	5
NR2C2	166
NR2E1	9
NR2E3	0
NR2F1	35
NR2F2	55
NR2F6	51
NR3C1	160
NR3C2	60
NR4A1	7
NR4A2	12
NR4A3	9
NR5A1	0
NR5A2	4
NR6A1	8
NRAP	0
NRARP	5
NRAS	70
NRBF2	58
NRBP1	91
NRBP2	119
NRCAM	461
NRDC	245
NRF1	31
NRG1	2
NRG2	6
NRG3	38
NRG4	1
NRGN	1
NRIP1	190
NRIP2	18
NRIP3	66
NRK	9
NRL	2
NRM	10
NRN1L	3
NRN1	16
NRP1	128
NRP2	170
NRSN1	14
NRSN2	33
NRTN	4
NRXN1	159
NRXN2	83
NRXN3	46
NSA2	57
NSD1	211
NSDHL	23
NSFL1C	57
NSF	330
NSL1	66
NSMAF	79
NSMCE1	19
NSMCE2	32
NSMCE4A	49
NSUN2	166
NSUN3	11
NSUN4	28
NSUN5P2	85
NSUN5	10
NSUN6	22
NSUN7	4
NT5C1A	2
NT5C1B	0
NT5C2	1185
NT5C3B	12
NT5C3A	22
NT5C	10
NT5DC1	53
NT5DC2	11
NT5DC3	75
NT5E	20
NT5M	5
NTAN1	33
NTF3	0
NTF4	0
NTHL1	8
NTM	37
NTN1	27
NTN3	2
NTN4	41
NTN5	3
NTNG1	53
NTNG2	4
NTRK1	0
NTRK2	787
NTRK3	71
NTSR1	1
NTSR2	29
NTS	1
NUAK1	42
NUAK2	29
NUB1	84
NUBP1	14
NUBP2	30
NUBPL	30
NUCB1	179
NUCB2	95
NUCKS1	473
NUDCD1	51
NUDCD2	17
NUDCD3	129
NUDC	63
NUDT10	2
NUDT11	3
NUDT12	23
NUDT13	6
NUDT14	33
NUDT15	20
NUDT16L1	20
NUDT16P1	8
NUDT16	51
NUDT17	5
NUDT18	6
NUDT19	62
NUDT1	9
NUDT21	105
NUDT22	14
NUDT2	8
NUDT3	87
NUDT4	203
NUDT5	26
NUDT6	11
NUDT7	4
NUDT8	7
NUDT9	29
NUF2	1
NUFIP1	16
NUFIP2	358
NUMA1	390
NUMBL	28
NUMB	94
NUP107	24
NUP133	108
NUP153	96
NUP155	56
NUP160	61
NUP188	100
NUP205	88
NUP210L	2
NUP210	83
NUP214	106
NUP35	12
NUP37	6
NUP43	49
NUP50	116
NUP54	27
NUP62CL	0
NUP62	65
NUP85	50
NUP88	42
NUP93	46
NUP98	170
NUP58	177
NUPL2	34
NUPR1	233
NUS1	139
NUSAP1	19
NUTF2	17
NVL	46
NWD1	54
NXF1	98
NXF2B	2
NXF2	2
NXF3	0
NXF4	0
NXF5	0
NXNL1	1
NXNL2	1
NXN	8
NXPH1	7
NXPH2	0
NXPH3	9
NXPH4	10
NXT1	4
NXT2	17
NYNRIN	24
NYX	0
OAF	5
OAS1	160
OAS2	171
OAS3	330
OASL	9
OAT	131
OAZ1	369
OAZ2	62
OAZ3	2
OBFC1	16
NABP1	124
NABP2	21
OBP2A	0
OBP2B	0
OBSCN	125
OBSL1	67
OC90	0
OCA2	0
OCEL1	15
OCIAD1	99
OCIAD2	7
OCLM	0
OCM2	0
OCM	0
OCRL	71
ODAM	0
ODC1	36
ODF1	0
ODF2L	321
ODF2	51
ODF3B	15
ODF3L1	0
ODF3L2	0
ODF3	1
