GENE	Sample1
DKC1	38
LINC01011	2
NCR3LG1	14
AP5B1	76
DKK1	7
DKK2	2
DKK3	194
DKK4	0
DKKL1	0
DLAT	59
DLC1	104
DLD	77
DLEC1	4
DLEU7	5
DLG1	187
DLG2	94
DLG3	41
DLG4	57
DLG5	177
DLGAP1	27
DLGAP2	6
DLGAP3	20
DLGAP4	55
DLGAP5	7
DLK1	1
DLK2	2
DLL1	12
DLL3	0
DLL4	8
DLST	84
DLX1	0
DLX2	0
DLX3	1
DLX4	0
DLX5	1
DLX6	0
DMAP1	17
DMBT1	6
DMBX1	4
DMC1	16
DMD	169
DMGDH	8
DMKN	2
DMP1	1
DMPK	32
DMRT1	1
DMRT2	2
DMRT3	0
DMRTA1	2
DMRTA2	3
DMRTB1	0
DMRTC1B	1
DMRTC1	1
DMRTC2	0
DMTF1	118
DMWD	36
DMXL1	247
DMXL2	486
DNA2	18
DNAH10	18
DNAH11	19
DNAH12	5
DNAH14	58
DNAH17	13
DNAH1	49
DNAH2	8
DNAH3	1
DNAH5	31
DNAH6	19
DNAH7	38
DNAH8	0
DNAH9	31
DNAI1	0
DNAI2	3
DNAJA1	194
DNAJA2	54
DNAJA3	58
DNAJA4	88
DNAJB11	58
DNAJB12	66
DNAJB13	1
DNAJB14	101
DNAJB1	227
DNAJB2	134
DNAJB4	36
DNAJB5	21
DNAJB6	183
DNAJB7	6
DNAJB8	0
DNAJB9	65
DNAJC10	137
DNAJC11	44
DNAJC12	6
DNAJC13	247
DNAJC14	81
DNAJC15	63
DNAJC16	53
DNAJC17	17
DNAJC18	34
DNAJC19	15
DNAJC1	44
DNAJC21	103
DNAJC22	13
DNAJC24	97
DNAJC25-GNG10	1
DNAJC25	15
DNAJC27	25
DNAJC28	5
DNAJC2	51
DNAJC30	15
DNAJC3	304
DNAJC4	16
DNAJC5B	30
DNAJC5G	0
DNAJC5	190
DNAJC6	203
DNAJC7	77
DNAJC8	91
DNAJC9	77
DNAL1	54
DNAL4	9
DNALI1	22
DNASE1L1	31
DNASE1L2	4
DNASE1L3	7
DNASE1	52
DNASE2B	4
DNASE2	164
DND1	11
DNER	247
DNHD1	119
DNLZ	10
DNM1L	150
DNM1	108
DNM2	294
DNM3	206
DNMBP	26
DNMT1	88
DNMT3A	47
DNMT3B	11
DNMT3L	0
DNPEP	60
DNTTIP1	14
DNTTIP2	47
DNTT	0
DOC2A	4
DOC2B	3
DOCK10	310
DOCK11	133
DOCK1	308
DOCK2	151
DOCK3	50
DOCK4	320
DOCK5	191
DOCK6	46
DOCK7	173
DOCK8	244
DOCK9	255
DOHH	20
DOK1	21
DOK2	18
DOK3	45
DOK4	10
DOK5	8
DOK6	56
DOK7	3
DOLK	13
DOLPP1	17
DXO	9
DONSON	11
DOPEY1	128
DOPEY2	225
DOT1L	57
DPAGT1	29
DPCD	9
DPCR1	0
DPEP1	0
DPEP2	20
DPEP3	1
DPF1	5
DPF2	26
DPF3	15
DPH1	33
DPH2	28
DPH3	35
DPH5	20
DPM1	29
DPM2	11
DPM3	7
DPP10	26
DPP3	42
DPP4	7
DPP6	72
DPP7	105
DPP8	91
DPP9	100
DPPA2	0
DPPA3	0
DPPA4	0
DPPA5	0
DPRX	0
DPT	0
DPY19L1	109
DPY19L2P2	88
DPY19L2P4	0
DPY19L2	17
DPY19L3	85
DPY19L4	114
DPY30	15
DPYD	245
DPYSL2	1032
DPYSL3	227
DPYSL4	12
DPYSL5	75
DPYS	3
DQX1	2
DR1	56
DRAM1	65
DRAM2	64
DRAP1	35
DRD1	1
DRD2	2
DRD3	0
DRD4	4
DRD5	0
DRG1	34
DRG2	26
DRGX	0
DRP2	13
DSC1	2
DSC2	67
DSC3	0
DSCAML1	28
DSCAM	27
DSCC1	7
DSCR10	0
DSCR3	55
DSCR4	1
RIPPLY3	7
DSCR8	1
DSCR9	3
DSEL	76
DSE	117
DSG1	0
DSG2	47
DSG3	18
DSG4	0
DSN1	11
DSPP	1
DSP	370
DSTN	151
DSTYK	134
DST	2567
DTD1	23
DTHD1	0
DTL	14
DTNA	523
DTNBP1	14
DTNB	40
DTWD1	34
DTWD2	54
DTX1	12
DTX2	46
DTX3L	277
DTX3	23
DTX4	69
DTYMK	14
CTDNEP1	55
DUOX1	19
DUOX2	2
DUOXA1	6
DUOXA2	1
DUPD1	0
DUS1L	40
DUS2	13
DUS3L	12
DUS4L	8
DUSP10	49
DUSP11	27
DUSP12	13
DUSP13	0
DUSP14	12
DUSP15	2
DUSP16	109
DUSP18	19
DUSP19	33
DUSP1	123
DUSP21	0
DUSP22	44
DUSP23	15
DUSP26	13
DUSP27	4
DUSP28	27
DUSP2	0
DUSP3	121
DUSP4	25
DUSP5	21
DUSP6	68
DUSP7	15
DUSP8	15
DUSP9	0
DUT	43
DUXA	7
DVL1	57
DVL2	26
DVL3	72
COL6A4P1	1
DYDC1	0
DYDC2	1
DYM	49
DYNC1H1	1696
DYNC1I1	25
DYNC1I2	257
DYNC1LI1	75
DYNC1LI2	274
DYNC2H1	116
DYNC2LI1	39
DYNLL1	134
DYNLL2	80
DYNLRB1	48
DYNLRB2	1
DYNLT1	24
DYNLT3	68
DYRK1A	159
DYRK1B	14
DYRK2	59
DYRK3	11
DYRK4	32
PPP1R27	3
DYSF	47
DYTN	0
DYX1C1	11
DZIP1L	19
DZIP1	50
DZIP3	117
E2F1	4
E2F2	7
E2F3	23
E2F4	30
E2F5	5
E2F6	41
E2F7	4
E2F8	6
E4F1	37
EAF1	79
EAF2	9
EAPP	14
EARS2	37
EBAG9	34
EBF1	4
EBF2	1
EBF3	4
EBF4	13
EBI3	3
EBNA1BP2	25
EBPL	19
EBP	37
ECD	50
ECE1	84
ECE2	20
ECEL1	0
ECH1	66
ECHDC1	39
ECHDC2	158
ECHDC3	21
ECHS1	68
ECM1	5
ECM2	49
ECSCR	7
ECSIT	26
ECT2L	6
ECT2	34
EDA2R	18
EDARADD	3
EDAR	0
EDA	6
EDC3	32
EDC4	53
EDDM3A	2
EDDM3B	3
EDEM1	143
EDEM2	66
EDEM3	135
EDF1	89
EDIL3	163
EDN1	30
EDN2	0
EDN3	0
EDNRA	26
EDNRB	65
EEA1	192
EED	15
EEF1A1	22466
EEF1A2	71
EEF1B2	263
EEF1D	219
EEF1E1	13
EEF1G	1034
EEF2K	96
EEF2	1244
EEFSEC	10
EEPD1	33
EFCAB1	2
EFCAB2	52
EFCAB3	9
CRACR2B	19
CRACR2A	1
EFCAB5	3
EFCAB6	8
EFCAB7	16
EFEMP1	155
EFEMP2	26
MICU2	55
MICU3	33
EFHB	0
EFHC1	55
EFHC2	4
EFHD1	76
EFHD2	51
EFNA1	56
EFNA2	0
EFNA3	10
EFNA4	8
EFNA5	15
EFNB1	20
EFNB2	17
EFNB3	1
EFR3A	239
EFR3B	109
EFS	26
EFTUD1	44
EFTUD2	88
EGFL6	0
EGFL7	35
EGFL8	9
EGFLAM	5
EGFR	53
EGF	22
EGLN1	152
EGLN2	77
EGLN3	66
EGOT	2
EGR1	19
EGR2	4
EGR3	17
EGR4	0
EHBP1L1	68
EHBP1	106
EHD1	47
EHD2	37
EHD3	53
EHD4	68
EHF	124
EHHADH	11
EHMT1	62
EHMT2	60
EI24	96
EID1	190
EID2B	6
EID2	6
EID3	13
EIF1AD	36
EIF1AX	274
EIF1AY	0
EIF1B	20
EIF1	192
EIF2AK1	92
EIF2AK2	127
EIF2AK3	49
EIF2AK4	125
EIF2A	93
EIF2B1	31
EIF2B2	17
EIF2B3	22
EIF2B4	27
EIF2B5	28
AGO1	116
AGO2	43
AGO3	51
AGO4	73
EIF2S1	55
EIF2S2	168
EIF2S3	336
EIF3A	283
EIF3B	113
EIF3C	342
EIF3D	99
EIF3E	272
EIF3F	128
EIF3G	94
EIF3H	77
EIF3IP1	0
EIF3I	82
EIF3J	48
EIF3K	64
EIF3L	160
EIF3M	48
EIF4A1	495
EIF4A2	346
EIF4A3	47
EIF4B	1122
EIF4E1B	1
EIF4E2	64
EIF4E3	48
EIF4EBP1	24
EIF4EBP2	272
EIF4EBP3	2
EIF4ENIF1	45
EIF4E	153
EIF4G1	354
EIF4G2	713
EIF4G3	206
EIF4H	436
EIF5A2	31
EIF5AL1	4
EIF5A	187
EIF5B	65
EIF5	259
EIF6	53
ELAC1	14
ELAC2	59
ELANE	0
ELAVL1	61
ELAVL2	31
ELAVL3	46
ELAVL4	10
ELF1	113
ELF2	112
ELF3	94
ELF4	28
ELF5	27
ELFN1	3
ELFN2	10
ELK1	36
ELK3	22
ELK4	19
ELL2	256
ELL3	7
ELL	35
ELMO1	80
ELMO2	98
ELMO3	7
ELMOD1	48
ELMOD2	20
ELMOD3	52
ELN	6
ELOF1	32
ELOVL1	57
ELOVL2	24
ELOVL3	0
ELOVL4	11
ELOVL5	277
ELOVL6	19
ELOVL7	94
ELP2	81
ELP3	59
ELP4	37
ELSPBP1	0
ADGRL4	25
EMB	29
EMCN	26
EMD	16
EME1	4
EME2	6
EMG1	15
EMID1	7
COL26A1	2
EMILIN1	21
EMILIN2	152
EMILIN3	8
EML1	18
EML2	67
EML3	53
EML4	170
EML5	77
EML6	27
EMP1	163
EMP2	109
EMP3	27
ADGRE1	1
ADGRE2	63
ADGRE3	0
ADGRE4P	19
EMX1	3
EMX2OS	52
EMX2	3
EN1	40
EN2	1
ENAH	296
ENAM	0
ENC1	47
ENDOD1	176
ENDOG	3
ENDOU	2
ENGASE	41
ENG	137
ENHO	19
ENKUR	9
ENO1	643
ENO2	161
ENO3	6
ENOPH1	56
ENOSF1	77
ENOX1	13
ENOX2	31
ENPEP	8
ENPP1	30
ENPP2	176
ENPP3	9
ENPP4	87
ENPP5	16
ENPP6	11
ENPP7	0
ENSA	164
ENTHD1	0
ENTPD1	238
ENTPD2	7
ENTPD3	12
ENTPD4	50
ENTPD5	34
ENTPD6	73
ENTPD7	39
ENTPD8	1
ENY2	25
EOMES	3
EP300	213
EP400	105
EPAS1	204
EPB41L1	172
EPB41L2	271
EPB41L3	191
EPB41L4A	42
EPB41L4B	18
EPB41L5	66
EPB41	99
EPB42	1
DMTN	20
EPC1	65
EPC2	55
EPCAM	39
EPDR1	34
EPGN	0
EPHA10	21
EPHA1	10
EPHA2	26
EPHA3	17
EPHA4	67
EPHA5	8
EPHA6	10
EPHA7	8
EPHA8	2
EPHB1	2
EPHB2	34
EPHB3	12
EPHB4	24
EPHB6	19
EPHX1	173
EPHX2	14
EPHX3	0
EPHX4	6
EPM2AIP1	90
EPM2A	27
EPN1	108
EPN2	76
EPN3	12
EPOR	8
EPO	1
EPPK1	391
EPRS	257
EPS15L1	65
EPS15	287
EPS8L1	60
EPS8L2	46
EPS8L3	13
EPS8	68
EPSTI1	73
EPT1	76
EPX	1
EPYC	0
ERAL1	21
ERAP1	102
ERAP2	34
ERAS	1
ERBB2IP	480
ERBB2	239
ERBB3	114
ERBB4	64
ERC1	169
ERC2	33
ERCC1	58
ERCC2	13
ERCC3	66
ERCC4	79
ERCC5	106
ERCC6L	7
ERCC6	48
ERCC8	30
EREG	19
ERF	34
ERGIC1	119
ERGIC2	45
ERGIC3	112
ERG	15
ERH	47
ERI1	38
ERI2	37
ERI3	45
ERICH1	13
ERLEC1	52
ERLIN1	35
ERLIN2	80
ERMAP	36
ERMN	243
ERMP1	155
ERN1	34
ERN2	7
ERO1B	57
ERO1A	117
ERP27	3
ERP29	54
ERP44	95
ERRFI1	46
ERVFRD-1	3
ESAM	34
ESCO1	58
ESCO2	39
ESD	55
ESF1	54
ESM1	4
ESPL1	9
ESPNL	0
ESPNP	0
ESPN	4
ESR1	15
ESR2	11
ESRP1	160
ESRP2	31
ESRRA	42
ESRRB	1
ESRRG	34
ESX1	0
ESYT1	171
ESYT2	168
ESYT3	13
ETAA1	22
ETF1	152
ETFA	73
ETFB	48
ETFDH	36
ETHE1	12
ETNK1	177
ETNK2	17
ETS1	81
ETS2	118
ETV1	23
ETV2	0
ETV3L	0
ETV3	22
ETV4	2
ETV5	70
ETV6	73
ETV7	0
EVC2	11
EVC	47
EVI2A	84
EVI2B	36
EVI5L	41
EVI5	121
EVL	150
EVPLL	0
EVPL	16
EVX1	0
EVX2	0
EWSR1	202
EXD1	16
EXD2	44
EXD3	17
EXO1	4
EXOC1	93
EXOC2	82
EXOC3L2	4
EXOC3L1	7
EXOC3	97
EXOC4	105
EXOC5	162
EXOC6B	71
EXOC6	33
EXOC7	205
EXOC8	71
EXOG	18
EXOSC10	100
EXOSC1	17
EXOSC2	46
EXOSC3	25
EXOSC4	14
EXOSC5	5
EXOSC6	133
EXOSC7	12
EXOSC8	17
EXOSC9	20
EXPH5	82
EXT1	21
EXT2	91
EXTL1	3
EXTL2	30
EXTL3	69
EYA1	6
EYA2	12
EYA3	19
EYA4	8
EYS	11
EZH1	73
EZH2	21
EZR	245
F10	0
F11R	209
F11	2
F12	2
F13A1	25
F13B	0
F2RL1	8
F2RL2	7
F2RL3	22
F2R	17
F2	0
F3	176
F5	64
F7	1
F8A1	27
F8	31
F9	0
FA2H	14
FAAH2	15
FAAH	9
FABP12	0
FABP1	0
FABP2	3
FABP3	24
FABP4	4
FABP5	176
FABP6	0
FABP7	25
FABP9	0
FADD	18
FADS1	87
FADS2	281
FADS3	40
FADS6	4
FAF1	48
FAF2	62
FAHD1	27
FAHD2A	48
FAHD2B	30
FAH	60
FAIM2	162
FCMR	8
FAIM	30
UBALD1	23
UBALD2	20
FAM101A	4
FAM101B	28
FAM102A	87
FAM102B	81
FAM103A1	45
FAM104A	25
FAM104B	13
FAM105A	39
OTULIN	111
FAM107A	778
FAM107B	146
ABHD17A	188
ABHD17B	44
ABHD17C	10
FAM109A	14
FAM109B	11
FAM110A	11
FAM110B	24
FAM110C	0
FAM111A	108
FAM111B	26
PCED1A	19
PCED1B	21
FAM114A1	22
FAM114A2	28
TCAF1	167
TCAF2	87
DENND6A	82
DENND6B	3
FAM117A	5
FAM117B	28
FAM118A	24
FAM118B	17
METTL21A	276
METTL21B	30
FAM120AOS	50
FAM120A	325
FAM120B	64
FAM120C	72
FAM122B	35
FAM122C	55
AMER2	86
AMER1	15
AMER3	13
FAM124A	16
FAM124B	8
MVB12A	21
MVB12B	57
FAM126A	51
FAM126B	67
FAM127A	0
FAM127B	10
FAM127C	7
MZT2A	19
MZT2B	59
FAM129A	124
FAM129B	163
FAM129C	35
FAM131A	64
FAM131B	37
FAM131C	2
FAM132A	0
FAM133A	1
FAM133B	118
FAM134A	144
FAM134B	50
FAM134C	110
FAM135A	105
FAM135B	18
FAM136A	15
FAM138B	0
FAM138D	0
FAM138E	6
FAM138A	17
FAM13A-AS1	25
FAM13A	60
FAM13B	121
FAM13C	21
FAM149A	13
FAM149B1	49
FAM150A	0
FAM150B	4
FAM151A	1
FAM151B	12
FAM153A	23
FAM153B	5
SAXO1	2
SAXO2	0
FAM155A	19
FAM155B	5
FAM156A	93
EMC9	10
FAM159A	3
FAM160A1	26
FAM160A2	56
FAM160B1	81
FAM160B2	48
FAM161A	51
FAM161B	20
FAM162A	25
FAM162B	2
FAM163A	2
FAM163B	0
ZC2HC1A	37
ZC2HC1C	4
SMIM11A	24
FAM166A	0
FAM166B	0
FAM167A	19
FAM167B	0
FAM168A	33
FAM168B	166
FAM169A	105
FAM169B	1
FAM170A	0
FAM170B	0
FAM171A1	40
FAM171A2	4
FAM171B	126
FAM172A	64
FAM173A	10
FAM173B	20
FAM174A	6
FAM174B	29
FAM175A	22
FAM175B	28
EVA1A	0
EVA1B	13
FAM177A1	55
FAM177B	1
SLF2	169
FAM178B	0
FAM179A	8
FAM179B	79
FAM180A	0
FAM180B	4
FAM181A	12
FAM181B	25
FAM182A	0
FAM182B	13
FAM183A	1
FAM183BP	0
FAM184A	23
FAM184B	4
FAM185A	39
FAM186A	5
FAM186B	4
FAM187B	0
FAM188A	49
FAM188B	23
FAM189A1	11
FAM189A2	18
FAM189B	59
TVP23A	17
TVP23C	106
TVP23B	64
CCSER1	22
CCSER2	135
FAM192A	80
FAM193A	59
FAM193B	60
ERICH6	0
ERICH6B	0
FAM195A	45
FAM195B	63
FAM196A	16
FAM196B	12
FAM197Y5P	0
FAM198A	17
FAM198B	214
FAM199X	74
FAM19A1	0
FAM19A2	6
FAM19A3	0
FAM19A4	4
FAM19A5	35
FAM200A	13
FAM200B	40
FAM20A	25
FAM20B	105
FAM20C	104
FAM21A	45
FAM21C	197
NUTM2A	30
NUTM2F	11
NUTM2G	10
TMEM236	56
FAM24A	0
FAM24B	9
FAM25A	0
FAM26D	0
FAM26E	5
FAM26F	2
FAM32A	57
FAM35A	146
FAM35BP	38
COX20	54
PIEZO1	103
PIEZO2	40
FAM3A	45
FAM3B	8
FAM3C	110
FAM3D	0
STRIP1	29
STRIP2	50
FAM41C	8
FAM43A	9
FAM43B	8
FAM45A	56
FAM46A	69
FAM46B	3
FAM46C	12
FAM46D	0
FAM47A	0
FAM47B	0
FAM47C	0
FAM47E	11
SUPT20H	70
FAM49A	23
FAM49B	92
FAM50A	52
FAM50B	7
FAM53A	2
FAM53B	138
FAM53C	37
MTFR2	1
MTFR1L	74
NXPE1	0
NXPE2	0
NXPE3	113
NXPE4	0
FAM57A	7
FAM57B	2
FAM58A	22
GAREM1	26
BRINP2	21
BRINP3	18
FAM60A	22
FAM63A	32
FAM63B	93
FAM64A	1
FAM65A	47
FAM65B	33
FAM65C	12
FAM66E	3
FAM69A	33
FAM69B	10
FAM69C	21
TMEM255A	73
TMEM255B	1
FAM71A	0
FAM71B	0
FAM71C	1
FAM71D	0
FAM71E1	0
FAM71E2	0
FAM71F1	1
FAM71F2	7
FAM72A	8
FAM72B	0
FAM73A	125
FAM73B	44
FAM74A1	2
FAM74A4	0
SPATA31A3	0
SPATA31A5	0
SPATA31A6	0
FAM76A	29
FAM76B	38
FAM78A	33
FAM78B	0
ULK4P1	10
ULK4P3	0
FAM81A	4
FAM81B	3
RMDN2	11
RMDN3	110
RMDN1	93
FAM83A	9
FAM83B	5
FAM83C	0
FAM83D	8
FAM83E	13
FAM83F	14
FAM83G	5
FAM83H	71
FAM84A	8
FAM84B	81
EEF2KMT	22
FAM86B1	8
FAM86B2	7
FAM86C1	24
FAM86DP	17
FAM89A	26
FAM89B	11
FAM8A1	69
FAM90A1	4
FAM90A17P	13
FAM91A1	223
FAM92A1	28
FAM92A1P2	14
FAM92B	10
FAM95B1	38
FAM96A	27
FAM96B	19
FAM98A	42
FAM98B	19
FAM98C	6
FAM99A	0
FAM99B	0
FAM9A	1
FAM9B	3
FAM9C	1
FANCA	16
FANCB	10
FANCC	17
FANCD2	42
FANCE	2
FANCF	10
FANCG	9
FANCI	20
FANCL	20
FANCM	22
FANK1	41
FAP	13
FAR1	154
FAR2	33
FARP1	111
FARP2	40
FARS2	21
FARSA	42
FARSB	35
FASLG	3
FASN	2218
FASTKD1	23
FASTKD2	76
FASTKD3	12
FASTKD5	17
FASTK	49
FAS	39
FAT1	196
FAT2	9
FAT3	226
FAT4	52
FATE1	0
FAU	114
FBF1	23
FBLIM1	65
FBLN1	108
FBLN2	12
FBLN5	41
FBLN7	0
FBL	20
FBN1	127
FBN2	19
FBN3	6
FBP1	44
FBP2	1
FBRSL1	14
FBRS	35
FBXL12	17
FBXL13	34
FBXL14	39
FBXL15	12
FBXL16	36
FBXL17	64
FBXL18	92
FBXL19	34
FBXL20	34
FBXL22	2
FBXL2	27
FBXL3	143
FBXL4	32
FBXL5	141
FBXL6	8
FBXL7	26
FBXL8	3
FBXO10	25
FBXO11	106
FBXO15	57
FBXO16	0
FBXO17	20
FBXO18	62
FBXO21	63
FBXO22	34
FBXO24	4
FBXO25	29
FBXO27	35
FBXO28	103
FBXO2	71
FBXO30	40
FBXO31	36
FBXO32	63
FBXO33	36
FBXO34	54
FBXO36	16
FBXO38	74
FBXO39	0
FBXO3	46
FBXO40	4
FBXO41	33
FBXO42	63
FBXO43	3
FBXO44	45
FBXO45	61
FBXO46	11
FBXO47	0
FBXO48	13
FBXO4	16
FBXO5	6
FBXO6	61
FBXO7	129
FBXO8	24
FBXO9	88
FBXW10	0
FBXW11	130
FBXW12	0
FBXW2	145
FBXW4	30
FBXW5	74
FBXW7	73
FBXW8	21
FBXW9	6
FCAMR	0
FCAR	20
FCER1A	0
FCER1G	82
FCER2	5
FCF1	62
FCGBP	3403
FCGR1A	101
FCGR1B	96
FCGR2A	705
FCGR2B	145
FCGR3A	668
FCGR3B	8
FCGRT	196
FCHO1	27
FCHO2	205
FCHSD1	24
FCHSD2	45
FCN1	0
FCN2	3
FCN3	8
FCRL1	4
FCRL2	3
FCRL3	0
FCRL4	0
FCRL5	3
FCRL6	3
FCRLA	4
FCRLB	2
FDFT1	95
FDPS	91
FDX1L	17
FDX1	40
FDXACB1	2
FDXR	6
FECH	58
FEM1A	57
FEM1B	203
FEM1C	154
FEN1	16
FER1L5	20
FER1L6	3
FERD3L	0
FERMT1	18
FERMT2	80
FERMT3	69
FER	118
FES	50
FETUB	0
FEV	0
FEZ1	186
FEZ2	68
FEZF1	0
FEZF2	1
FFAR1	0
FFAR2	5
FFAR3	0
FGA	7
FGB	6
FGD1	6
FGD2	77
FGD3	19
FGD4	173
FGD5	64
FGD6	70
FGF10	0
FGF11	8
FGF12	28
FGF13	26
FGF14	11
FGF16	0
FGF17	0
FGF18	0
FGF19	0
FGF1	410
FGF20	0
FGF21	1
FGF22	0
FGF23	138
FGF2	101
FGF3	0
FGF4	0
FGF5	14
FGF6	0
FGF7	16
FGF8	1
FGF9	6
FGFBP1	0
FGFBP2	0
FGFBP3	4
FGFR1OP2	56
FGFR1OP	18
FGFR1	101
FGFR2	116
FGFR3	112
FGFR4	2
FGFRL1	23
FGGY	19
FGG	11
FGL1	0
FGL2	57
FGR	111
FHAD1	18
FHDC1	28
FHIT	6
FHL1	98
FHL2	37
FHL3	5
FHL5	8
FHOD1	19
FHOD3	12
FH	49
FIBCD1	3
FIBIN	14
FIBP	50
FICD	12
FIG4	64
FIGF	0
FIGLA	0
FIGNL1	19
FIGN	17
FILIP1L	35
FILIP1	8
FIP1L1	59
FIS1	69
FITM1	1
FITM2	8
FIZ1	15
FJX1	10
FKBP10	26
FKBP11	16
FKBP14	35
FKBP15	163
FKBP1A	101
FKBP1B	3
FKBP2	23
FKBP3	38
FKBP4	264
FKBP5	510
FKBP6	0
FKBP7	7
FKBP8	235
FKBP9P1	22
FKBP9	118
FKBPL	4
FKRP	19
FKTN	38
FLAD1	33
FLCN	156
FLG2	5
FLG	30
FLI1	88
FLII	185
GABPB1	47
EBLN2	15
ARHGEF40	104
FAM86B3P	2
EPB41L4A-AS2	1
KLF3-AS1	78
CASC15	7
LINC00905	0
LINC01205	0
SATB2-AS1	0
LINC01184	54
VLDLR-AS1	20
ENDOV	13
CCDC71L	32
LINC00282	0
C5orf64	8
THAP7-AS1	2
EHMT1-IT1	4
ANKRD36BP2	214
SLC25A3P1	0
KRT18P55	4
WEE2-AS1	14
NR2F1-AS1	32
LINC00982	2
LINC-PINT	71
SPATA31D4	0
MROH5	0
SPATA31D5P	0
SPATA31D3	0
C5orf63	5
DICER1-AS1	46
GATA3-AS1	0
SPATA31D1	0
DMBT1P1	3
BAIAP2-AS1	37
FLNA	1121
FLNB	453
FLNC	130
FLOT1	134
FLOT2	87
FLRT1	5
FLRT2	37
FLRT3	10
FLT1	275
FLT3LG	1
FLT3	1
FLT4	6
FLVCR1	20
FLVCR2	34
FLYWCH1	61
FLYWCH2	14
FMN1	64
FMN2	73
FMNL1	44
FMNL2	563
FMNL3	90
FMO1	7
FMO2	25
FMO3	14
FMO4	8
FMO5	38
FMO6P	6
FMOD	17
FMR1NB	0
FMR1	83
FN1	1503
FN3KRP	27
FN3K	26
FNBP1L	92
FNBP1	192
FNBP4	93
FNDC1	5
FNDC3A	219
FNDC3B	245
FNDC4	22
FNDC5	31
FNDC7	1
FNDC8	0
FNIP1	125
FNIP2	432
FNTA	141
FNTB	54
FOLH1	47
FOLR1	3
FOLR2	15
FOLR3	0
IZUMO1R	0
FOSB	3
FOSL1	2
FOSL2	154
FOS	172
FOXA1	48
FOXA2	0
FOXA3	0
FOXB1	5
FOXB2	0
FOXC1	7
FOXC2	0
FOXD1	7
FOXD2	3
FOXD3	0
FOXD4L1	2
FOXD4L3	0
FOXD4L5	6
FOXD4L6	0
FOXD4	0
FOXE1	2
FOXE3	0
FOXF1	0
FOXF2	180
FOXG1	2
FOXH1	0
FOXI1	0
FOXI2	2
FOXI3	2
FOXJ1	12
FOXJ2	34
FOXJ3	94
FOXK1	143
FOXK2	77
FOXL1	0
FOXL2	1
FOXM1	11
FOXN1	0
FOXN2	62
FOXN3	166
FOXN4	0
FOXO1	53
FOXO3	343
FOXO4	37
FOXP1	212
FOXP2	14
FOXP3	0
FOXP4	45
FOXQ1	4
FOXR1	0
FOXR2	0
FOXRED1	22
FOXRED2	59
FOXS1	0
FPGS	13
FPGT	38
FPR1	34
FPR2	1
FPR3	183
FRAS1	43
FRAT1	11
FRAT2	14
FREM1	9
FREM2	1
FRG1	44
FRG2B	0
FRG2C	0
FRG2	5
FRK	10
FRMD1	0
FRMD3	15
FRMD4A	114
FRMD4B	119
FRMD5	18
FRMD6	19
FRMD7	0
FRMD8	52
FRMPD1	3
FRMPD2	23
FRMPD4	46
FRRS1	22
FRS2	66
FRS3	5
FRYL	293
FRY	99
FRZB	1
FSCB	0
FSCN1	135
FSCN2	3
FSCN3	0
FSD1L	42
FSD1	4
FSD2	2
FSHB	0
FSHR	0
FSIP1	5
FSTL1	89
FSTL3	13
FSTL4	17
FSTL5	18
FST	1
FTCD	1
FTH1	8132
FTHL17	0
FTLP10	0
FTL	10694
FTMT	0
FTO	129
FTSJ1	27
FTSJ2	19
FTSJ3	30
CMTR2	51
CMTR1	103
FUBP1	86
FUBP3	67
FUCA1	163
FUCA2	69
FUK	17
FUNDC1	10
FUNDC2	45
FURIN	87
FUS	77
FUT10	12
FUT11	43
FUT1	13
FUT2	30
FUT3	9
FUT4	20
FUT5	8
FUT6	25
FUT7	0
FUT8	59
FUT9	126
FUZ	7
TIMM10B	60
FXN	42
FXR1	134
FXR2	39
FXYD1	29
FXYD2	2
FXYD3	10
FXYD4	0
FXYD5	52
FXYD6	39
FXYD7	3
FYB	109
FYCO1	135
FYN	132
FYTTD1	104
FZD10	1
FZD1	24
FZD2	7
FZD3	35
FZD4	89
FZD5	33
FZD6	33
FZD7	16
FZD8	14
FZD9	1
FZR1	49
G0S2	23
G2E3	42
G3BP1	168
G3BP2	184
G6PC2	0
G6PC3	27
G6PC	0
G6PD	56
GAA	237
GAB1	121
GAB2	128
GAB3	24
GAB4	0
GABARAPL1	136
GABARAPL2	94
GABARAP	104
GABBR1	164
GABBR2	58
GABPA	85
GABPB2	7
GABRA1	48
GABRA2	15
GABRA3	4
GABRA4	18
GABRA5	23
GABRA6	0
GABRB1	11
GABRB2	87
GABRB3	47
GABRD	7
GABRE	46
GABRG1	42
GABRG2	27
GABRG3	0
GABRP	1
GABRQ	2
GABRR1	1
GABRR2	2
GABRR3	0
GAD1	61
GAD2	22
GADD45A	35
GADD45B	121
GADD45GIP1	24
GADD45G	7
GADL1	0
GAGE12D	0
GAGE1	0
GAGE12J	0
GAGE2A	0
GAGE13	0
GAGE12F	0
GAK	67
GAL3ST1	8
GAL3ST2	3
GAL3ST3	0
GAL3ST4	37
GALC	152
GALE	33
GALK1	17
GALK2	57
GALM	77
GALNS	26
GALNT10	106
GALNT11	72
GALNT12	11
GALNT13	30
GALNT14	12
GALNT1	74
GALNT2	115
GALNT3	30
GALNT4	32
GALNT5	0
GALNT6	75
GALNT7	57
GALNT8	8
GALNT9	4
GALNT16	50
GALNT15	337
GALNT18	45
GALNTL5	0
GALNTL6	3
GALP	0
